Name,Nomenclature Name
CLV3-CH-DR5-3VE-MS-E3-LD-SAM3.czi,DR5-CLV3-PI-LD_E3_160625_sam03_t00
CLV3-CH-DR5-3VE-MS-E3-LD-SAM4.czi,DR5-CLV3-PI-LD_E3_160625_sam04_t00
CLV3-CH-DR5-3VE-MS-E3-LD-SAM5.czi,DR5-CLV3-PI-LD_E3_160625_sam05_t00
CLV3-CH-DR5-3VE-MS-E3-LD-SAM6.czi,DR5-CLV3-PI-LD_E3_160625_sam06_t00
CLV3-CH-DR5-3VE-MS-E3-LD-SAM7.czi,DR5-CLV3-PI-LD_E3_160625_sam07_t00
CLV3-CH-DR5-3VE-MS-E3-LD-SAM8.czi,DR5-CLV3-PI-LD_E3_160625_sam08_t00
CLV3-CH-DR5-3VE-MS-E3-SD-SAM1.czi,DR5-CLV3-PI-SD_E3_160625_sam01_t00
CLV3-CH-DR5-3VE-MS-E3-SD-SAM2.czi,DR5-CLV3-PI-SD_E3_160625_sam02_t00
CLV3-CH-DR5-3VE-MS-E3-SD-SAM3.czi,DR5-CLV3-PI-SD_E3_160625_sam03_t00
CLV3-CH-DR5-3VE-MS-E3-SD-SAM4.czi,DR5-CLV3-PI-SD_E3_160625_sam04_t00
CLV3-CH-DR5-3VE-MS-E3-SD-SAM5.czi,DR5-CLV3-PI-SD_E3_160625_sam05_t00
CLV3-CH-DR5-3VE-MS-E3-SD-SAM6.czi,DR5-CLV3-PI-SD_E3_160625_sam06_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM2.czi,qDII-CLV3-SD_E7_160828_sam02_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM3.czi,qDII-CLV3-SD_E7_160828_sam03_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM4.czi,qDII-CLV3-SD_E7_160828_sam04_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM10.czi,qDII-CLV3-SD_E7_160828_sam10_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM12.czi,qDII-CLV3-SD_E7_160828_sam12_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM15.czi,qDII-CLV3-SD_E7_160828_sam15_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM16.czi,qDII-CLV3-SD_E7_160828_sam16_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM18.czi,qDII-CLV3-SD_E7_160828_sam18_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM20.czi,qDII-CLV3-SD_E7_160828_sam20_t00
qDII-11c-CLV-CH-MS-E7-SD-SAM2-6h.czi,qDII-CLV3-SD_E7_160828_sam02_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM3-6h.czi,qDII-CLV3-SD_E7_160828_sam03_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM4-6h.czi,qDII-CLV3-SD_E7_160828_sam04_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM10-6h.czi,qDII-CLV3-SD_E7_160828_sam10_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM12-6h.czi,qDII-CLV3-SD_E7_160828_sam12_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM15-6h.czi,qDII-CLV3-SD_E7_160828_sam15_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM16-6h.czi,qDII-CLV3-SD_E7_160828_sam16_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM18-6h.czi,qDII-CLV3-SD_E7_160828_sam18_t06
qDII-11c-CLV-CH-MS-E7-SD-SAM20-6h.czi,qDII-CLV3-SD_E7_160828_sam20_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM1.czi,qDII-CLV3-LD_E7_160906_sam01_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM2.czi,qDII-CLV3-LD_E7_160906_sam02_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM3.czi,qDII-CLV3-LD_E7_160906_sam03_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM5.czi,qDII-CLV3-LD_E7_160906_sam05_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM6.czi,qDII-CLV3-LD_E7_160906_sam06_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM7.czi,qDII-CLV3-LD_E7_160906_sam07_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM1-6h.czi,qDII-CLV3-LD_E7_160906_sam01_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM2-6h.czi,qDII-CLV3-LD_E7_160906_sam02_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM3-6h.czi,qDII-CLV3-LD_E7_160906_sam03_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM5-6h.czi,qDII-CLV3-LD_E7_160906_sam05_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM6-6h.czi,qDII-CLV3-LD_E7_160906_sam06_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM7-6h.czi,qDII-CLV3-LD_E7_160906_sam07_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM1-10h.czi,qDII-CLV3-LD_E7_160906_sam01_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM2-10h.czi,qDII-CLV3-LD_E7_160906_sam02_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM3-10h.czi,qDII-CLV3-LD_E7_160906_sam03_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM5-10h.czi,qDII-CLV3-LD_E7_160906_sam05_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM6-10h.czi,qDII-CLV3-LD_E7_160906_sam06_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM7-10h.czi,qDII-CLV3-LD_E7_160906_sam07_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM9.czi,qDII-CLV3-LD_E7_160906_sam09_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM10.czi,qDII-CLV3-LD_E7_160906_sam10_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM13.czi,qDII-CLV3-LD_E7_160906_sam13_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM14.czi,qDII-CLV3-LD_E7_160906_sam14_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM15.czi,qDII-CLV3-LD_E7_160906_sam15_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM16.czi,qDII-CLV3-LD_E7_160906_sam16_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM18.czi,qDII-CLV3-LD_E7_160906_sam18_t00
qDII-11c-CLV-CH-MS-E7-LD-SAM9-6h.czi,qDII-CLV3-LD_E7_160906_sam09_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM10-6h.czi,qDII-CLV3-LD_E7_160906_sam10_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM13-6h.czi,qDII-CLV3-LD_E7_160906_sam13_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM14-6h.czi,qDII-CLV3-LD_E7_160906_sam14_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM15-6h.czi,qDII-CLV3-LD_E7_160906_sam15_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM16-6h.czi,qDII-CLV3-LD_E7_160906_sam16_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM18-6h.czi,qDII-CLV3-LD_E7_160906_sam18_t06
qDII-11c-CLV-CH-MS-E7-LD-SAM9-10h.czi,qDII-CLV3-LD_E7_160906_sam09_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM10-10h.czi,qDII-CLV3-LD_E7_160906_sam10_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM13-10h.czi,qDII-CLV3-LD_E7_160906_sam13_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM14-10h.czi,qDII-CLV3-LD_E7_160906_sam14_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM15-10h.czi,qDII-CLV3-LD_E7_160906_sam15_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM16-10h.czi,qDII-CLV3-LD_E7_160906_sam16_t10
qDII-11c-CLV-CH-MS-E7-LD-SAM18-10h.czi,qDII-CLV3-LD_E7_160906_sam18_t10
qDII-11c-CLV-CH-E8-SD-SAM1-T0.czi,qDII-CLV3-SD_E8_161031_sam01_t00
qDII-11c-CLV-CH-E8-SD-SAM3-T0.czi,qDII-CLV3-SD_E8_161031_sam03_t00
qDII-11c-CLV-CH-E8-SD-SAM4-T0.czi,qDII-CLV3-SD_E8_161031_sam04_t00
qDII-11c-CLV-CH-E8-SD-SAM6-T0.czi,qDII-CLV3-SD_E8_161031_sam06_t00
qDII-11c-CLV-CH-E8-SD-SAM9-T0.czi,qDII-CLV3-SD_E8_161031_sam09_t00
qDII-11c-CLV-CH-E8-SD-SAM10-T0.czi,qDII-CLV3-SD_E8_161031_sam10_t00
qDII-11c-CLV-CH-E8-SD-SAM11-T0.czi,qDII-CLV3-SD_E8_161031_sam11_t00
qDII-11c-CLV-CH-E8-SD-SAM13-T0.czi,qDII-CLV3-SD_E8_161031_sam13_t00
qDII-11c-CLV-CH-E8-SD-SAM14-T0.czi,qDII-CLV3-SD_E8_161031_sam14_t00
qDII-11c-CLV-CH-E8-SD-SAM1-T5h.czi,qDII-CLV3-SD_E8_161031_sam01_t05
qDII-11c-CLV-CH-E8-SD-SAM3-T5h.czi,qDII-CLV3-SD_E8_161031_sam03_t05
qDII-11c-CLV-CH-E8-SD-SAM4-T5h.czi,qDII-CLV3-SD_E8_161031_sam04_t05
qDII-11c-CLV-CH-E8-SD-SAM6-T5h.czi,qDII-CLV3-SD_E8_161031_sam06_t05
qDII-11c-CLV-CH-E8-SD-SAM9-T5h.czi,qDII-CLV3-SD_E8_161031_sam09_t05
qDII-11c-CLV-CH-E8-SD-SAM13-T5h.czi,qDII-CLV3-SD_E8_161031_sam13_t05
qDII-11c-CLV-CH-E8-SD-SAM14-T5h.czi,qDII-CLV3-SD_E8_161031_sam14_t05
qDII-11c-CLV-CH-E8-SD-SAM10-T5h.czi,qDII-CLV3-SD_E8_161031_sam10_t05
qDII-11c-CLV-CH-E8-SD-SAM11-T5h.czi,qDII-CLV3-SD_E8_161031_sam11_t05
qDII-11c-CLV-CH-E8-SD-SAM1-T10h.czi,qDII-CLV3-SD_E8_161031_sam01_t10
qDII-11c-CLV-CH-E8-SD-SAM3-T10h.czi,qDII-CLV3-SD_E8_161031_sam03_t10
qDII-11c-CLV-CH-E8-SD-SAM4-T10h.czi,qDII-CLV3-SD_E8_161031_sam04_t10
qDII-11c-CLV-CH-E8-SD-SAM6-T10h.czi,qDII-CLV3-SD_E8_161031_sam06_t10
qDII-11c-CLV-CH-E8-SD-SAM9-T10h.czi,qDII-CLV3-SD_E8_161031_sam09_t10
qDII-11c-CLV-CH-E8-SD-SAM10-T10h.czi,qDII-CLV3-SD_E8_161031_sam10_t10
qDII-11c-CLV-CH-E8-SD-SAM11-T10h.czi,qDII-CLV3-SD_E8_161031_sam11_t10
qDII-11c-CLV-CH-E8-SD-SAM13-T10h.czi,qDII-CLV3-SD_E8_161031_sam13_t10
qDII-11c-CLV-CH-E8-SD-SAM14-T10h.czi,qDII-CLV3-SD_E8_161031_sam14_t10
qDII-11c-CLV-CH-E9-LD-SAM1-T0.czi,qDII-CLV3-LD_E9_161111_sam01_t00
qDII-11c-CLV-CH-E9-LD-SAM2-T0.czi,qDII-CLV3-LD_E9_161111_sam02_t00
qDII-11c-CLV-CH-E9-LD-SAM3-T0.czi,qDII-CLV3-LD_E9_161111_sam03_t00
qDII-11c-CLV-CH-E9-LD-SAM6-T0.czi,qDII-CLV3-LD_E9_161111_sam06_t00
qDII-11c-CLV-CH-E9-LD-SAM7-T0.czi,qDII-CLV3-LD_E9_161111_sam07_t00
qDII-11c-CLV-CH-E9-LD-SAM9-T0.czi,qDII-CLV3-LD_E9_161111_sam09_t00
qDII-11c-CLV-CH-E9-LD-SAM10-T0.czi,qDII-CLV3-LD_E9_161111_sam10_t00
qDII-11c-CLV-CH-E9-LD-SAM11-T0.czi,qDII-CLV3-LD_E9_161111_sam11_t00
qDII-11c-CLV-CH-E9-LD-SAM12-T0.czi,qDII-CLV3-LD_E9_161111_sam12_t00
qDII-11c-CLV-CH-E9-LD-SAM13-T0.czi,qDII-CLV3-LD_E9_161111_sam13_t00
qDII-11c-CLV-CH-E9-LD-SAM14-T0.czi,qDII-CLV3-LD_E9_161111_sam14_t00
qDII-11c-CLV-CH-E9-LD-SAM15-T0.czi,qDII-CLV3-LD_E9_161111_sam15_t00
qDII-11c-CLV-CH-E9-LD-SAM1-T5h.czi,qDII-CLV3-LD_E9_161111_sam01_t05
qDII-11c-CLV-CH-E9-LD-SAM2-T5h.czi,qDII-CLV3-LD_E9_161111_sam02_t05
qDII-11c-CLV-CH-E9-LD-SAM3-T5h.czi,qDII-CLV3-LD_E9_161111_sam03_t05
qDII-11c-CLV-CH-E9-LD-SAM6-T5h.czi,qDII-CLV3-LD_E9_161111_sam06_t05
qDII-11c-CLV-CH-E9-LD-SAM7-T5h.czi,qDII-CLV3-LD_E9_161111_sam07_t05
qDII-11c-CLV-CH-E9-LD-SAM9-T5h.czi,qDII-CLV3-LD_E9_161111_sam09_t05
qDII-11c-CLV-CH-E9-LD-SAM10-T5h.czi,qDII-CLV3-LD_E9_161111_sam10_t05
qDII-11c-CLV-CH-E9-LD-SAM11-T5h.czi,qDII-CLV3-LD_E9_161111_sam11_t05
qDII-11c-CLV-CH-E9-LD-SAM12-T5h.czi,qDII-CLV3-LD_E9_161111_sam12_t05
qDII-11c-CLV-CH-E9-LD-SAM13-T5h.czi,qDII-CLV3-LD_E9_161111_sam13_t05
qDII-11c-CLV-CH-E9-LD-SAM14-T5h.czi,qDII-CLV3-LD_E9_161111_sam14_t05
qDII-11c-CLV-CH-E9-LD-SAM15-T5h.czi,qDII-CLV3-LD_E9_161111_sam15_t05
qDII-11c-CLV-CH-E9-LD-SAM1-T10.czi,qDII-CLV3-LD_E9_161111_sam01_t10
qDII-11c-CLV-CH-E9-LD-SAM2-T10.czi,qDII-CLV3-LD_E9_161111_sam02_t10
qDII-11c-CLV-CH-E9-LD-SAM3-T10.czi,qDII-CLV3-LD_E9_161111_sam03_t10
qDII-11c-CLV-CH-E9-LD-SAM6-T10.czi,qDII-CLV3-LD_E9_161111_sam06_t10
qDII-11c-CLV-CH-E9-LD-SAM7-T10.czi,qDII-CLV3-LD_E9_161111_sam07_t10
qDII-11c-CLV-CH-E9-LD-SAM9-T10.czi,qDII-CLV3-LD_E9_161111_sam09_t10
qDII-11c-CLV-CH-E9-LD-SAM10-T10.czi,qDII-CLV3-LD_E9_161111_sam10_t10
qDII-11c-CLV-CH-E9-LD-SAM11-T10.czi,qDII-CLV3-LD_E9_161111_sam11_t10
qDII-11c-CLV-CH-E9-LD-SAM12-T10.czi,qDII-CLV3-LD_E9_161111_sam12_t10
qDII-11c-CLV-CH-E9-LD-SAM13-T10.czi,qDII-CLV3-LD_E9_161111_sam13_t10
qDII-11c-CLV-CH-E9-LD-SAM14-T10.czi,qDII-CLV3-LD_E9_161111_sam14_t10
qDII-11c-CLV-CH-E9-LD-SAM15-T10.czi,qDII-CLV3-LD_E9_161111_sam15_t10
qDII-CLV-CH-E12-SD-SAM5-T0.czi,qDII-CLV3-SD_E12_161221_sam05_t00
qDII-CLV-CH-E12-SD-SAM6-T0.czi,qDII-CLV3-SD_E12_161221_sam06_t00
qDII-CLV-CH-E12-SD-SAM7-T0.czi,qDII-CLV3-SD_E12_161221_sam07_t00
qDII-CLV-CH-E12-SD-SAM11-T0.czi,qDII-CLV3-SD_E12_161221_sam11_t00
qDII-CLV-CH-E12-SD-SAM12-T0.czi,qDII-CLV3-SD_E12_161221_sam12_t00
qDII-CLV-CH-E12-SD-SAM14-T0.czi,qDII-CLV3-SD_E12_161221_sam14_t00
qDII-CLV-CH-E12-SD-SAM5-T5h.czi,qDII-CLV3-SD_E12_161221_sam05_t05
qDII-CLV-CH-E12-SD-SAM6-T5h.czi,qDII-CLV3-SD_E12_161221_sam06_t05
qDII-CLV-CH-E12-SD-SAM7-T5h.czi,qDII-CLV3-SD_E12_161221_sam07_t05
qDII-CLV-CH-E12-SD-SAM11-T5h.czi,qDII-CLV3-SD_E12_161221_sam11_t05
qDII-CLV-CH-E12-SD-SAM12-T5h.czi,qDII-CLV3-SD_E12_161221_sam12_t05
qDII-CLV-CH-E12-SD-SAM14-T5h.czi,qDII-CLV3-SD_E12_161221_sam14_t05
qDII-CLV-CH-E12-SD-SAM5-T10h.czi,qDII-CLV3-SD_E12_161221_sam05_t10
qDII-CLV-CH-E12-SD-SAM6-T10h.czi,qDII-CLV3-SD_E12_161221_sam06_t10
qDII-CLV-CH-E12-SD-SAM7-T10h.czi,qDII-CLV3-SD_E12_161221_sam07_t10
qDII-CLV-CH-E12-SD-SAM11-T10h.czi,qDII-CLV3-SD_E12_161221_sam11_t10
qDII-CLV-CH-E12-SD-SAM12-T10h.czi,qDII-CLV3-SD_E12_161221_sam12_t10
qDII-CLV-CH-E12-SD-SAM14-T10h.czi,qDII-CLV3-SD_E12_161221_sam14_t10
qDII-11c-CLV3-DR5TQ1-SAM1.czi,qDII-DR5-CLV3_TEST_170224_sam01_t00
qDII-11c-CLV3-DR5TQ1-SAM2.czi,qDII-DR5-CLV3_TEST_170224_sam02_t00
qDII-CLV3-DR5-LD-SAM3-T0.czi,qDII-DR5-CLV3-LD_TEST_170226_sam03_t00
qDII-CLV3-DR5-LD-SAM4-T0.czi,qDII-DR5-CLV3-LD_TEST_170226_sam04_t00
qDII-CLV3-DR5-LD-SAM6-T0.czi,qDII-DR5-CLV3-LD_TEST_170226_sam06_t00
qDII-CLV3-DR5-LD-SAM7-T0.czi,qDII-DR5-CLV3-LD_TEST_170226_sam07_t00
qDII-CLV3-DR5-LD-SAM8-T0.czi,qDII-DR5-CLV3-LD_TEST_170226_sam08_t00
qDII-CLV3-DR5-PI-LD-SAM9-T0.czi,qDII-DR5-CLV3-PI-LD_TEST_170226_sam09_t00
qDII-CLV3-DR5-PI-LD-SAM11-T0.czi,qDII-DR5-CLV3-PI-LD_TEST_170226_sam11_t05
qDII-CLV3-DR5-LD-SAM3-T5h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam03_t05
qDII-CLV3-DR5-LD-SAM4-T5h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam04_t05
qDII-CLV3-DR5-LD-SAM6-T5h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam06_t05
qDII-CLV3-DR5-LD-SAM7-T5h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam07_t05
qDII-CLV3-DR5-LD-SAM8-T5h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam08_t05
qDII-CLV3-DR5-PI-LD-SAM9-T5h.czi,qDII-DR5-CLV3-PI-LD_TEST_170226_sam09_t05
qDII-CLV3-DR5-PI-LD-SAM11-T5h.czi,qDII-DR5-CLV3-PI-LD_TEST_170226_sam11_t05
qDII-CLV3-DR5-LD-SAM3-T10h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam03_t10
qDII-CLV3-DR5-LD-SAM4-T10h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam04_t10
qDII-CLV3-DR5-LD-SAM6-T10h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam06_t10
qDII-CLV3-DR5-LD-SAM7-T10h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam07_t10
qDII-CLV3-DR5-LD-SAM8-T10h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam08_t10
qDII-CLV3-DR5-PI-LD-SAM9-T10h.czi,qDII-DR5-CLV3-PI-LD_TEST_170226_sam09_t10
qDII-CLV3-DR5-PI-LD-SAM11-T10h.czi,qDII-DR5-CLV3-PI-LD_TEST_170226_sam11_t10
qDII-CLV3-DR5-LD-SAM16-T0.czi,qDII-DR5-CLV3-LD_TEST_170226_sam16_t00
qDII-CLV3-DR5-LD-SAM16-T5h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam16_t05
qDII-CLV3-DR5-LD-SAM16-T10h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam16_t10
qDII-CLV3-DR5-LD-SAM18-T0.czi,qDII-DR5-CLV3-LD_TEST_170226_sam18_t00
qDII-CLV3-DR5-LD-SAM18-T5h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam18_t05
qDII-CLV3-DR5-LD-SAM18-T10h.czi,qDII-DR5-CLV3-LD_TEST_170226_sam18_t10
qDII-11c-CLV-CH-MS-E13-LD-SAM1.czi,qDII-CLV3-LD_E13_170501_sam01_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM2.czi,qDII-CLV3-LD_E13_170501_sam02_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM3.czi,qDII-CLV3-LD_E13_170501_sam03_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM4.czi,qDII-CLV3-LD_E13_170501_sam04_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM5.czi,qDII-CLV3-LD_E13_170501_sam05_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM6.czi,qDII-CLV3-LD_E13_170501_sam06_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM8.czi,qDII-CLV3-LD_E13_170501_sam08_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM9.czi,qDII-CLV3-LD_E13_170501_sam09_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM10.czi,qDII-CLV3-LD_E13_170501_sam10_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM11.czi,qDII-CLV3-LD_E13_170501_sam11_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM12.czi,qDII-CLV3-LD_E13_170501_sam12_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM13.czi,qDII-CLV3-LD_E13_170501_sam13_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM14.czi,qDII-CLV3-LD_E13_170501_sam14_t00
qDII-11c-CLV-CH-MS-E13-LD-SAM1-5h.czi,qDII-CLV3-LD_E13_170501_sam01_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM2-5h.czi,qDII-CLV3-LD_E13_170501_sam02_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM3-5h.czi,qDII-CLV3-LD_E13_170501_sam03_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM4-5h.czi,qDII-CLV3-LD_E13_170501_sam04_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM5-5h.czi,qDII-CLV3-LD_E13_170501_sam05_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM6-5h.czi,qDII-CLV3-LD_E13_170501_sam06_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM8-5h.czi,qDII-CLV3-LD_E13_170501_sam08_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM9-5h.czi,qDII-CLV3-LD_E13_170501_sam09_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM10-5h.czi,qDII-CLV3-LD_E13_170501_sam10_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM11-5h.czi,qDII-CLV3-LD_E13_170501_sam11_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM12-5h.czi,qDII-CLV3-LD_E13_170501_sam12_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM13-5h.czi,qDII-CLV3-LD_E13_170501_sam13_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM14-5h.czi,qDII-CLV3-LD_E13_170501_sam14_t05
qDII-11c-CLV-CH-MS-E13-LD-SAM1-10h.czi,qDII-CLV3-LD_E13_170501_sam01_t10
qDII-11c-CLV-CH-MS-E13-LD-SAM2-10h.czi,qDII-CLV3-LD_E13_170501_sam02_t10
qDII-11c-CLV-CH-MS-E13-LD-SAM3-10h.czi,qDII-CLV3-LD_E13_170501_sam03_t10
qDII-11c-CLV-CH-MS-E13-LD-SAM4-10h.czi,qDII-CLV3-LD_E13_170501_sam04_t10
